food_name,Meal type,Category,Standalone dish,Veg/Non Veg,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg
Chicken sweet corn soup,Soup,Lunch/Dinner,,N,soup bowl,287.76,68.46,3.95,34.99,30.44,0.64,1.13,256.69,375.2,273.72,15.39,221.2,429.52,100.66,29506.4,875.51,9.25,0.26,6.46,0,0.55,0.01,2.47,1.74,0.16,0.03,0.43,0.21,6.95,13.45,0.07,0.04,2.52,0.59,0.14,1.4,13.45,2.02
Minestrone soup,Soup,Lunch/Dinner,,,soup bowl,410.53,98.17,8.55,21.41,25.51,2.34,4.42,1813.02,770.44,238.94,8.51,123.24,233.11,71.47,20423.74,689.54,4.18,0.14,1.64,0,0.51,0.03,0.91,32.66,0.24,7.46,0,24.87,0,23.24,0.09,0.05,1.47,0.3,0.1,1.77,23.24,19.43
Egg drop soup,Soup,Lunch/Dinner,,N,soup bowl,352.17,84.64,3.5,41.08,42.95,1.92,2.58,2954.21,1853.69,509.57,100.62,318.18,543.22,125.17,39460.88,1100.74,12.49,0.29,10.49,0,0.77,0.02,3.32,89.38,0.57,0.25,0.21,24.22,3.65,28.19,0.04,0.07,0.27,0.49,0.1,5.46,28.19,8.51
Chinese cabbage and meat ball soup,Soup,Lunch/Dinner,,N,soup bowl,9273.7,2254.25,6.65,24.25,263.32,1.74,2.63,30068.21,49861.05,152143.8,27.14,191.17,302.23,70.16,19779.29,684.67,7.07,0.2,3.4,0,0.52,0.03,1.68,31.53,118.39,6.27,0.05,39.75,0.91,20.33,0.07,0.06,1.72,0.27,0.08,2.18,20.33,16.72
French onion soup,Soup,Lunch/Dinner,,,soup bowl,812.52,195.69,15.04,40.14,50.65,5.29,3.57,8532.27,3504.05,586.23,37.25,373.79,588.13,132.12,39422.96,1128.45,12.39,0.34,0.84,0,0.91,0.02,3.49,156.33,0.35,0.71,0,5.61,0,24.85,0.04,0.04,0.29,0.31,0.09,2.69,24.85,5.35
Hot and sour soup,Soup,Lunch/Dinner,,,soup bowl,519.41,123.85,6.98,12.25,5.16,2.58,2.36,782.21,876.84,495.1,70.37,41.98,134.49,29.58,641.6,367.19,1.68,0.18,12.78,0.01,0.45,0.03,0.72,27.53,0.4,2.87,0.66,27.13,12.95,39.83,0.09,0.09,3.8,0.86,0.35,5.92,39.83,24.59
Talaumein soup,Soup,Lunch/Dinner,,,soup bowl,551.08,131.48,15.39,37.36,47.18,2.83,7.16,951.19,1306.73,2927.26,45.75,156.24,374.75,139.52,40920.77,1258.33,8.22,0.24,7.71,0.01,1.02,0.06,1.53,24.75,2.43,4.59,0.1,55.18,1.83,48.58,0.09,0.09,0.93,0.59,0.21,5.1,48.58,12.62
Cold cucumber soup (Thanda kheere ka soup),Soup,Lunch/Dinner,,,soup bowl,378,90.13,8.6,5.61,3.74,6.28,1.65,2313.14,981.88,184.59,13.25,187.26,184.72,29.7,227.65,320.92,0.6,0.05,2.01,0,0.12,0.03,0.79,37.75,0.1,0.87,0,8.61,0,27.42,0.06,0.2,0.38,0.64,0.12,3.9,27.42,5.05
Cold summer garden soup,Soup,Lunch/Dinner,,,soup bowl,624.38,151,8.12,26.31,43.23,1.41,5.7,7554.56,3040.91,562.24,31.06,134.88,265.67,119.4,30453.25,1109.58,6.53,0.21,1.69,0.01,0.86,0.06,1.11,144.06,0.52,0.86,0,69.93,0,43.26,0.06,0.07,0.58,0.39,0.1,2.89,43.26,16.3
Chapati/Roti,Bread,Lunch/Dinner,,,chapati,304.11,72.83,12.83,2.12,1.28,0.36,2.27,625.4,286.8,194,2.46,6.2,63,25,0.42,62.2,0.82,0.1,10.62,0,0.6,0.01,0.57,9.22,0.11,2.69,0,0.3,0,5.84,0.08,0.03,0.47,0.17,0.05,0.15,5.84,0
Plain parantha/paratha,Bread,Lunch/Dinner,,,parantha,689.97,166.31,17.11,2.82,9.4,0.48,3.03,1134.93,1884.73,5894.87,0,8.26,84,33.4,34.6,83.01,1.1,0.13,14.17,0,0.79,0.01,0.76,0,4.5,3.58,0,0.97,0,7.79,0.11,0.04,0.63,0.23,0.07,0.2,7.79,0
Potato parantha/paratha (Aloo ka parantha/paratha),Bread,Lunch/Dinner,,,parantha,795.1,191.43,22.33,3.45,9.54,1.08,3.9,1158.67,1897.47,5958.25,0,16.23,100.42,43.05,118.76,254.77,1.42,0.17,14.4,0,0.87,0.01,0.89,0,4.53,3.75,0,4.12,0,14.96,0.13,0.05,0.98,0.37,0.11,0.81,14.96,7.98
Radish parantha/paratha (Mooli ka parantha/paratha),Bread,Lunch/Dinner,,,parantha,762.23,183.58,20.55,3.3,9.53,1.31,4.33,1161.68,1896.83,5941.73,0,23.76,98.88,41.99,127.07,206.5,1.39,0.16,14.23,0,0.87,0.02,0.88,0,4.51,3.72,0,4.39,0,20.74,0.12,0.05,0.8,0.32,0.11,1.28,20.74,8.44
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),Bread,Lunch/Dinner,,,parantha,753.06,181.39,19.19,3.8,9.64,1.17,4.77,1189.9,1903.19,6002.2,0,22.41,105.36,45.36,193.57,227.1,1.62,0.16,14.35,0,0.98,0.01,0.92,0,4.52,4.21,0,8.76,0,26.32,0.13,0.07,0.81,0.48,0.13,1.3,26.32,17.61
Dal parantha/paratha,Bread,Lunch/Dinner,,,parantha,854.93,205.73,23.03,5.2,10.01,1.09,4.96,1193.95,1981.38,6171.45,0,18.32,121.34,48.43,119.75,206.2,1.88,0.23,19.29,0,1.01,0.03,1.18,0,4.53,3.88,0,3.71,0,29.02,0.15,0.06,0.89,0.43,0.1,0.54,29.02,1.8
Sprouted moong parantha/paratha,Bread,Lunch/Dinner,,,parantha,727.63,175.32,18.64,3.29,9.53,1.13,3.44,1157.05,1903.78,5943.85,0,15.59,92.54,38.03,118.07,115.1,1.49,0.15,14.2,0,0.85,0.01,0.84,0,4.51,3.7,0,3.56,0,12.52,0.13,0.05,0.73,0.29,0.09,0.45,12.52,2
Pea parantha/paratha (Matar ka parantha/paratha),Bread,Lunch/Dinner,,,parantha,858.9,206.68,23.31,6.06,9.53,1.39,6.08,1154.97,1905.76,5947.28,0,25.46,112.16,53.35,119.19,214.25,1.93,0.24,14.88,0,1.03,0.02,1.26,0,4.6,9.08,0,21.98,0,33.64,0.23,0.06,1.23,0.55,0.16,2.14,33.64,17.8
Keema parantha/paratha,Bread,Lunch/Dinner,,,parantha,989.56,238.16,18.36,9.41,13.91,0.99,3.44,3213.72,3660.45,6123.85,25.67,19.36,152.18,43.63,140.67,213.83,1.8,0.17,14.86,0,0.84,0.01,1.98,1.67,4.57,3.7,0,3.56,0,11.49,0.16,0.1,2.3,0.57,0.15,1.12,11.49,1.8
Paneer parantha/paratha,Bread,Lunch/Dinner,,,parantha,929.68,223.6,20.68,6.79,12.43,3.21,3.4,2916.24,2753.13,6009.87,0,108.54,154.3,41.66,121.18,120.36,1.44,0.16,18.82,0.02,0.86,0.01,1.35,0,4.51,3.71,0,3.48,0,29,0.12,0.06,0.72,0.36,0.09,4.62,29,1.69
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),Bread,Lunch/Dinner,,,parantha,741.49,178.12,17.6,4.56,9.94,1.08,3.62,1216.43,1986.96,6176.68,0,27.21,83.7,43.85,145.78,207.28,1.53,0.15,9.63,0.01,0.87,0.01,0.74,0,4.95,2.38,0,56.64,0,50.53,0.15,0.06,0.7,0.33,0.13,1.88,50.53,6.65
Poori,Bread,Lunch/Dinner,,,poori,3791.45,921.31,10.27,1.69,96.93,0.29,1.82,12020.32,19909.44,60923.2,1.97,4.97,50.4,20.08,39.63,49.85,0.75,0.09,8.5,0,0.48,0,0.46,7.38,47.34,2.15,0,6.29,0,4.68,0.07,0.02,0.38,0.14,0.04,0.12,4.68,0
Spinach poori (Palak poori),Bread,Lunch/Dinner,,,poori,3801.65,923.74,10.47,1.92,97.01,0.32,2.09,12041.08,19916.93,60960.71,1.97,13.53,53.96,28.92,47.89,114.3,1.06,0.1,8.71,0,0.59,0.01,0.51,7.38,47.47,2.17,0,38.89,0,18.9,0.08,0.03,0.42,0.16,0.06,0.54,18.9,3.03
Methi poori,Bread,Lunch/Dinner,,,poori,3798.65,923.03,10.38,1.89,96.99,0.34,2.1,12032.73,19913.66,60953.46,1.97,19,53.35,23.41,45.98,63.1,1.05,0.1,8.56,0,0.52,0.01,0.49,7.38,47.36,2.27,0,27.79,0,8.47,0.07,0.04,0.43,0.16,0.06,0.36,8.47,2.91
Dal stuffed poori,Bread,Lunch/Dinner,,,poori,3838.91,932.65,12.04,2.47,97.03,0.35,2.33,12036.11,19919.7,60962.47,1.97,8.18,63.4,27.01,152.26,97.33,0.98,0.11,9.22,0,0.61,0.02,0.56,7.38,47.35,2.49,0,7.22,0,7.65,0.08,0.03,0.46,0.23,0.05,0.17,7.65,0.42
Potato stuffed poori (Aloo ki poori),Bread,Lunch/Dinner,,,poori,3810.56,925.87,11.21,1.81,96.97,0.31,1.96,12025.39,19913.48,60938.95,1.97,6.64,53.7,22.08,83.28,85.8,0.84,0.09,8.54,0,0.49,0,0.48,7.38,47.34,2.16,0,6.52,0,5.63,0.07,0.03,0.46,0.16,0.05,0.2,5.63,1.39
Tandoori parantha/paratha,Bread,Lunch/Dinner,,,parantha,682.32,164.42,17.11,2.83,9.19,0.48,3.03,5312.73,2352.73,608.27,22.14,8.34,84,33.33,0.63,82.93,1.09,0.13,14.17,0,0.79,0.01,0.76,82.98,0.59,3.58,0,0.4,0,7.79,0.11,0.04,0.63,0.23,0.07,0.2,7.79,0
Boiled rice (Uble chawal),Rice,Lunch/Dinner,,,plate,1471,351.57,77.16,7.81,0.55,0.67,3.74,150,86.66,216,0,8.11,140,26.72,3.16,142,0.72,0.27,1.19,0,0.79,0.05,1.08,0,0.09,0,0,1.5,0,9.75,0.17,0.06,2.51,0.55,0.22,0.31,9.75,0
Plain pulao,Rice,Lunch/Dinner,,,plate,1797.44,431.7,67.17,7.2,14.23,3.53,5.19,1802.06,2915.74,8822.99,0,39.28,132.18,37.89,596.59,230.12,1.25,0.29,1.24,0.01,1.44,0.08,1.12,0,6.76,0.87,0,6.18,0,22.63,0.16,0.06,2.22,0.6,0.23,1.59,22.63,3.42
Mixed vegetable pulao,Rice,Lunch/Dinner,,,plate,2064.84,495.61,76.68,11.94,14.59,5.93,11.69,1875.46,2944.18,9024.61,0,85.96,195.46,77.18,823.84,586.66,2.64,0.46,2.16,0.01,1.87,0.12,1.91,0,7,8.56,0,42,0,80.63,0.33,0.1,3.2,1.17,0.51,6.14,80.63,26.15
Mushroom pulao,Rice,Lunch/Dinner,,,plate,1854.94,445.44,68.16,9.04,14.44,3.58,6.74,1833.51,2919.15,8954.49,0,48.52,175.74,47.42,796.95,389.57,1.4,0.34,1.24,0.01,1.52,0.09,1.21,0,6.76,11.14,0,12.43,0,26.77,0.17,0.07,2.56,0.81,0.29,6.21,26.77,3.42
Sprouted moong pulao,Rice,Lunch/Dinner,,,plate,1918.94,460.81,71.35,8.93,14.72,5.84,7.28,1895.92,2976.25,9055.99,0,66.32,172.21,53.25,624.76,389.62,2.65,0.34,1.35,0.01,1.61,0.09,1.4,0,6.86,1.55,0,15.35,0,43.15,0.23,0.1,2.48,0.87,0.32,2.34,43.15,7.53
Paneer pulao,Rice,Lunch/Dinner,,,plate,20077.74,4875.84,73.38,16.63,501.14,9.31,5.19,63827.56,103465.7,312882.5,0,277.28,297.18,51.2,605.61,261.89,2.18,0.39,12.81,0.06,1.51,0.08,2.49,0,243.02,0.93,0,36.42,0,69.28,0.17,0.11,2.29,0.84,0.25,12.11,69.28,3.42
Peanut pulao,Rice,Lunch/Dinner,,,plate,2885.44,691.73,75.81,19.03,34.05,5.74,10.38,5874.06,12084.24,14614.99,0,66.28,327.68,136.39,602.7,569.62,2.97,0.75,2.94,0.01,2.25,0.19,2.71,0,8.9,4.42,0,7.43,0,68.06,0.45,0.12,7.9,1.1,0.35,2.4,68.06,3.42
Navratan pulao,Rice,Lunch/Dinner,,,plate,1996.14,479.19,67.71,11.35,17.31,4.61,6.99,3119.57,4153.92,9122.53,0,109.14,196.11,59.09,612.02,339.89,2.01,0.4,4.84,0.02,1.79,0.07,1.8,0,6.89,4.59,0,20.93,0,46.97,0.24,0.08,2.43,0.84,0.28,5.03,46.97,12.89
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),Rice,Lunch/Dinner,,,plate,2587.44,620.7,98.67,17.45,17.25,8.88,11.29,2103.56,3605.74,10187.99,0,67.78,258.18,77.39,608.59,589.12,3.41,0.62,1.24,0.01,3.52,0.08,2.5,0,7.17,0.87,0,10.68,0,301.13,0.4,0.16,2.99,1.39,0.5,1.59,301.13,5.43
Mutton biryani/biriyani,Rice,Lunch/Dinner,,N,plate,1653.67,396.43,46.75,15.33,16.05,4.97,5.02,1485.37,1944.33,5422.11,0.82,142.52,197.15,39.74,545.81,440.67,2.69,0.25,1.22,0.01,1.39,0.13,0.96,2.1,4.13,4.22,0,14.42,0,30.07,0.22,0.15,5.1,0.57,0.22,2.21,30.07,10.28
Vegetable biryani/biriyani,Rice,Lunch/Dinner,,,plate,2185.64,526.55,55.96,9.53,28.67,6.46,9.98,3843.7,5858.51,17615.05,0.82,101.07,179.05,73.5,554.25,731.31,2.61,0.37,1.97,0.01,1.7,0.1,1.52,2.1,13.63,8.55,0,38.92,0,77.54,0.25,0.13,2.6,1.13,0.46,6.02,77.54,39.35
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",Rice,Lunch/Dinner,,,plate,2345.6,562.69,69.01,13.58,25.15,2.48,8.05,3932.4,7891.78,12049.52,0,40.54,247.09,95.57,597.18,486.95,2.46,0.52,4.82,0.01,1.26,0.25,1.89,0,7.9,4.13,0,21.15,0,38.01,0.33,0.14,5.42,0.78,0.28,0.74,38.01,10.2
Sweet rice (Meethe chawal),Rice,Lunch/Dinner,,,plate,3151.16,749.13,148.12,7.29,15.88,86.26,3.93,8378.96,4790.32,1256.63,33.21,39.56,138.2,38.7,11.12,195.01,1.18,0.37,1.34,0.01,1.6,0.15,1.11,124.47,1.74,0.75,0,3.18,0,10.65,0.15,0.07,2.15,0.5,0.19,0.57,10.65,0.21
Curd rice (Dahi bhaat/Dahi chawal/Perugu annam/Daddojanam/Thayir saadam),Rice,Lunch/Dinner,,,plate,1769.2,423.11,71.18,12.44,9.33,8.46,4.61,3449.35,2181.65,3009.39,6.74,219.44,289.11,52.48,461.05,457.78,1.28,0.28,3.96,0.01,0.76,0.13,1.6,17.15,2.29,3.42,0,17.1,0,28.24,0.22,0.31,2.47,0.99,0.3,3.14,28.24,5.1
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),Rice,Lunch/Dinner,,,plate,1990.08,476.86,83.19,9.53,10.91,14.89,6.54,3379.32,3144.85,3555.02,9.84,65.11,188.59,74.55,207.61,471.8,3.69,0.47,4.69,0.02,1.04,0.57,1.45,36.88,2.51,9.02,0,17.01,0,23.02,0.27,0.1,2.92,0.66,0.27,0.62,23.02,0.84
Spanish rice,Rice,Lunch/Dinner,,,plate,1492.57,357.22,67.64,9.11,4.86,2.74,6.04,686.39,947.87,2894.38,0,41.18,152.13,45.95,210.12,413.98,2,0.35,2.04,0.01,0.96,0.11,1.32,0,2.22,9.1,0,32.16,0,54.48,0.24,0.09,2.84,0.79,0.33,2.68,54.48,48.66
Chinese fried rice,Rice,Lunch/Dinner,,,plate,1764.71,423.65,47.08,14.24,19.09,5.17,8.13,3348.08,4637.03,9632.45,183,121.9,246.11,66.72,872.57,740.85,3.47,0.31,21.55,0.01,0.9,0.08,1.8,99,7.67,1.99,0.42,81.65,7.3,136.83,0.22,0.22,2.45,1.51,0.64,14.87,136.83,67.39
Macaroni cheese pie,Main Course,Lunch/Dinner,,,casserole dish,1717.59,408.65,50.52,14.01,17.92,8.15,0.96,10608.79,4683.37,1003.78,38.29,292.21,390.1,47.38,480.23,373.89,1.29,0.21,13.26,0.01,0.5,0.03,1.71,144.14,0.77,6.04,0,14.01,0,28.19,0.15,0.2,2.01,0.99,0.17,4.46,28.19,14.65
Vegetable chowmein,Noodles,Lunch/Dinner,Y,,plate,1627.69,388.6,46.27,9.19,19.05,5.89,5.58,2384.23,3757.12,11797.05,0,84.86,168.55,64.92,774.32,603.93,2.98,0.28,11.68,0.01,0.81,0.02,1.17,0,8.97,1.78,0,61.83,0,99.36,0.19,0.11,2.77,0.9,0.44,5.81,99.36,85.39
Chicken chowmein,Noodles,Lunch/Dinner,Y,N,plate,2179.35,521.04,45.8,21.8,28.35,5.62,5.66,3335.42,5152.87,14511.81,36.93,89.87,268.3,75.1,992.1,775.79,3.07,0.45,22.85,0.01,0.82,0.05,1.58,4.18,11.12,1.84,0.83,62.51,16.68,102.27,0.24,0.13,7.55,1.54,0.74,8.28,102.27,84.96
Cheese noodle ring,Noodles,Lunch/Dinner,Y,,plate,2230.27,531.34,55.47,24.74,24.32,11.3,5.04,13203.12,6820.35,1713.85,221.29,394.72,560.29,81.28,961.79,703.3,3.12,0.36,34.42,0.01,0.77,0.07,2.9,243.14,1.72,8.51,0.42,32.5,7.3,94.77,0.29,0.37,2.68,2.2,0.47,17.59,94.77,24.19
Spaghetti and cheese balls in tomato sauce,Noodles,Lunch/Dinner,Y,,plate,20233.88,4908.38,75.46,23.26,502.89,17.72,5.72,71201.3,104245,305192.8,37.01,391.98,382.25,84.27,1005.54,659.33,3.06,0.45,25.82,0.06,0.97,0.05,3.06,168.21,237.22,24.41,0,88.73,0,115.96,0.27,0.22,3.46,1.25,0.36,15.14,115.96,57.67
Penne platter,Main Course,Lunch/Dinner,,,plate,1946.75,463.9,54.58,13.18,22.78,11.77,2.85,5587.89,12866.81,2804.48,6,176.96,227.52,57.34,741.01,528.81,2.35,0.3,18.01,0.03,0.78,0.03,1.74,15.6,2.77,4,0,17.76,0,60.2,0.2,0.08,3.04,0.96,0.27,9.16,60.2,16.35
Pasta hot pot,Main Course,Lunch/Dinner,Y,,plate,4358.64,1040.71,96.46,48.53,53.76,49.83,6.68,22307.33,15669.05,11233.47,226.04,459.58,831.78,142.08,1921.95,1789.4,6.82,0.6,27.14,0.02,1.45,0.05,7.38,199.89,8.32,13.54,0.21,41.19,3.65,111.3,1.63,0.73,11.96,3.13,0.82,14.92,111.3,58.74
Chicken lasagne,Main Course,Lunch/Dinner,,N,plate,4039.74,964.64,71.53,53.78,53.31,14.11,0.54,26045.54,12510.48,2508.61,259.21,617.31,977.67,93.19,1227.35,909.9,3.32,0.62,51.06,0.01,0.63,0.04,4.14,419.05,2.07,0.26,1.94,3.93,38.4,61.02,0.34,0.54,12.34,3.34,0.92,17.69,61.02,4.23
Fettuccine with spinach sauce,Main Course,Lunch/Dinner,,,plate,1917.72,458.85,43.29,11.02,27.8,4.2,2.75,10294.45,13343.35,2233.55,36.54,190.59,227.42,121.43,545.45,878.42,4.55,0.36,13.71,0.03,1.65,0.05,1.53,161.84,2.44,0.53,0,335.35,0,170.92,0.27,0.19,2.17,0.78,0.28,5.83,170.92,38.37
Naan,Bread,Lunch/Dinner,,,naan,636.83,152.3,27.52,4.28,2.65,2.97,1.02,1461.81,648.17,233.1,5.4,46.79,130.67,14.64,173.38,88.38,0.69,0.07,0.25,0,0.24,0.04,0.42,21.25,0.1,2.32,0,0.83,0,7.56,0.06,0.05,0.3,0.31,0.04,0.55,7.56,0.23
Bhatura,Bread,Lunch/Dinner,,,bhatura,4752.62,1154.61,15.62,2.37,120.18,1.01,0.55,14515.21,24649.63,76033.6,0.55,17.64,56.85,7.12,41.2,43.77,0.48,0.05,0.1,0,0.13,0,0.22,1.4,59.08,1.35,0,7.76,0,4.15,0.03,0.03,0.16,0.17,0.02,0.25,4.15,0.05
Idli,Breakfast,Breakfast,,,idli,144.23,34.47,7.06,1.16,0.08,0.07,0.58,18.15,11.15,34.75,0,2.01,19.88,6.38,25.27,39.63,0.17,0.04,0.69,0,0.1,0.01,0.16,0,0.01,0.21,0,0.32,0,2.95,0.02,0.01,0.23,0.11,0.02,0.04,2.95,0
Masala dosa,Breakfast,Breakfast,,,dosa,1433.68,345.08,41.02,6.89,16.44,2.78,5.29,2022.87,3374.76,10204.56,0,32.67,131.19,55.82,401.04,569.81,1.65,0.27,4.9,0.01,0.66,0.2,1.04,0,7.77,3.1,0,12.49,0,35.76,0.13,0.06,1.76,0.83,0.2,1.89,35.76,14.14
Semolina dosa (Suji/Rava dosa),Breakfast,Breakfast,,,dosa,695.65,166.69,24.11,5.36,5.22,3.21,2.97,1103.16,1110.71,2691.03,3.37,85.19,144.3,20.66,148.56,186.52,1.02,0.14,3.62,0,0.57,0.04,0.85,8.57,2.06,3.69,0,3.97,0,15.86,0.1,0.1,0.43,0.4,0.08,1.1,15.86,2.28
Onion tomato uttapam,Breakfast,Breakfast,,,uttapam,2654.63,644.32,15.78,2.66,63.18,1.11,1.76,7611.89,12947.14,39984.11,0,8.11,46.7,17.22,200.16,125.8,0.51,0.1,1.43,0,0.24,0.05,0.38,0,31.07,2.02,0,8.35,0,11.68,0.05,0.02,0.58,0.29,0.07,0.56,11.68,4.78
Paneer kaathi roll,Snack,Lunch/Dinner,Y,,kaathi roll,1759.7,424.15,29.82,10.26,29.01,4.89,3.57,5500.73,6408.01,15462.81,45.75,150.8,195.21,43.84,327.87,193.58,2.1,0.19,21.6,0.03,0.84,0.03,1.62,24.75,12.08,3.73,0.1,6.84,1.83,54.04,0.13,0.11,0.83,0.65,0.14,8.92,54.04,18.67
Makki ki roti,Bread,Lunch/Dinner,,,roti,930.34,224.37,20.56,2.97,14.32,0.59,4.41,8021.19,3682.21,1102.76,33.21,12.55,86.71,45.49,200.79,129.88,0.95,0.14,2.62,0,0.22,0.02,0.7,124.47,0.89,10.09,0,1,0,10.72,0.1,0.03,0.84,0.12,0.11,0.39,10.72,1.99
Washed moong dal (Dhuli moong ki dal),Pulses,Lunch/Dinner,,,bowl,576.94,138.51,16.36,7.42,4.66,0.33,3.24,577.66,890.94,2763.51,0,23.49,131.55,53.17,417.27,419.59,1.77,0.31,15.09,0,0.39,0.22,0.82,0,2.06,0.77,0,4.06,0,27.98,0.11,0.04,0.64,0.51,0.07,0.2,27.98,0.04
Washed urad dal (Dhuli urad ki dal),Pulses,Lunch/Dinner,,,bowl,754.28,181.52,17.29,7.43,8.82,0.95,4.52,1084,1763.32,5387.67,0,30.3,124.7,63.09,420.95,423.74,2.13,0.23,7.28,0.01,0.75,0.12,1.03,0,4.03,2.96,0,6.04,0,30.4,0.07,0.04,0.68,0.93,0.1,0.57,30.4,0.99
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Pulses,Lunch/Dinner,,,bowl,849.39,204.25,19.8,7.78,10.05,2.92,7.59,1187.22,1982.16,5991.16,0,39.97,128.78,58.99,416.76,512.9,2.75,0.34,16.33,0.01,0.95,0.12,1.39,0,4.13,5.12,0,13.56,0,90.42,0.15,0.07,0.99,0.93,0.15,2.71,90.42,15.2
Dry washed urad,Side Dish,Lunch/Dinner,,,bowl,744.64,178.59,22.43,9.81,5.01,1.04,5.81,636.16,962.1,2936.26,0,38.78,163.5,81.85,423.58,550.36,2.7,0.3,9.69,0.01,0.92,0.13,1.34,0,2.09,3.87,0,12.1,0,40.3,0.1,0.05,0.87,1.24,0.12,0.73,40.3,1.46
Mixed dal,Pulses,Lunch/Dinner,,,bowl,766.51,184.44,17.25,7.46,9.24,1.01,4.81,1106.56,1860.1,5566.9,0,32.75,126.3,58.73,421.03,429.68,2.33,0.29,12.62,0.01,0.8,0.33,1.07,0,4.05,1.77,0,6.43,0,40.35,0.11,0.05,0.71,0.68,0.1,0.57,40.35,1.1
Whole moong (Moong ki dal),Pulses,Lunch/Dinner,,,bowl,763.94,183.83,17.87,7.7,8.78,2.01,6.91,1108.9,1730.98,5406.08,0,46.49,126.91,77.12,424.02,510.6,2.34,0.37,7.11,0.01,0.73,0.25,1,0,4.17,5.92,0,17.07,0,55.37,0.17,0.1,1.02,0.75,0.18,1.35,55.37,11.04
Whole masoor (Masoor ki dal),Pulses,Lunch/Dinner,,,bowl,769.04,185.05,18.4,7.8,8.62,2.29,6.79,1049.55,1750.47,5304.98,0,41.76,99.31,43.63,423.54,386.7,3.24,0.33,17,0.01,0.89,0.37,1.2,0,4.13,10.28,0,14.85,0,48.17,0.16,0.08,1.14,0.65,0.21,1.43,48.17,11.04
Whole moth (Moth ki dal),Pulses,Lunch/Dinner,,,bowl,782.54,188.27,19.65,6.87,8.96,2.25,6.33,1156.9,1744.49,5477.18,0,64.96,129.61,79.22,428.18,564.3,3.24,0.26,5.76,0,0.74,0.13,0.78,0,4.31,7.91,0,20.1,0,116.57,0.17,0.05,0.93,0.56,0.12,1.58,116.57,11.04
Whole urad (Urad ki dal),Pulses,Lunch/Dinner,,,bowl,758.57,182.54,17.13,7.51,8.9,1.92,7.87,1102.67,1770.2,5434.61,0,44.35,124.05,74.36,427.96,480.39,2.66,0.29,8.51,0.01,0.97,0.17,1.12,0,4.13,9.67,0,15.79,0,51.6,0.13,0.05,0.91,1.33,0.23,1.29,51.6,10.28
Moti mahal dal (Urad rajmah mix dal),Pulses,Lunch/Dinner,,,bowl,1228.65,295.72,25.06,11.27,16.22,4.89,9.69,2871.29,3320.29,9056.62,5.5,109.33,213.79,96.08,451.96,705.65,3.02,0.38,11.23,0.01,1.01,0.16,1.59,21.55,6.91,14.05,0,19.61,0,93.14,0.18,0.15,1.29,1.72,0.3,2.53,93.14,15.45
Black channa curry/Bengal gram curry (Kale chane ki curry),Curry,Lunch/Dinner,,,bowl,701.96,168.7,16.93,6.79,7.93,2.82,9.58,927.69,1542.89,4654.35,0,64.61,104.9,66.38,430.07,465.99,2.92,0.33,12.5,0.01,1.14,0.14,1.24,0,3.63,7,0,21.12,0,87.38,0.15,0.1,1.08,0.92,0.2,1.63,87.38,15.13
Chickpeas curry (Safed channa curry),Curry,Lunch/Dinner,,,bowl,815.66,195.99,23.96,7.31,8.21,5.74,5.67,972.69,1689.89,4772.25,0,36.71,100.4,42.08,429.3,400.89,2.18,0.27,0.13,0,1.57,0.07,1.06,0,3.36,6.42,0,23.19,0,184.58,0.18,0.09,0.91,0.69,0.26,1.35,184.58,16.33
Lobia curry,Curry,Lunch/Dinner,,,bowl,743.66,178.67,21.44,7.27,6.74,3.01,5.48,876.69,1294.06,4118.25,0,44.13,136.4,82.28,426.21,557.79,2.65,0.32,7.32,0.01,0.78,0.18,1.26,0,3.32,6.69,0,21.01,0,86.78,0.14,0.05,0.94,0.65,0.19,2.54,86.78,15.13
